Month,Employee Name,Grade,Project Id,Project Name,Billing Type,Client,Vertical,Horizontal,Onsite/Offshore,Billed Hours,Blend,Rate, Cost ,Practice Mul,Client Mul,Unbilled,Comment, Revenue , Compensation ,Travel Expense, Software Licenses , Subcontracting Costs ,Margin
Jan-16,Warden Hauxley,Associate,244,Walgreen_HCM_project,FixedBid,Walgreen,Healthcare,HCM,Onsite,0,OnsiteAssociate,54," 5,667 ",1.1,0.86,0,," 8,173 ", -   , -   , 10 , -   ," 8,163 "
Jan-16,Coleman Ovenell,Associate,93,Hewlett-Packard_Cloud_project,FixedBid,Hewlett-Packard,Technology,Cloud,Offshore,0,OffshoreAssociate,30, 615 ,0.9,1.11,0,," 4,795 ", -   , -   , -   , -   ," 4,795 "
Jan-16,Josee Mattocks,Senior Associate,270,PG&E Corp._QA_project,T&M,PG&E Corp.,Others,QA,Offshore,164,OffshoreSenior Associate,35, 923 ,0.8,1.2,0,," 5,510 ", 923 , 200 , 250 , -   ," 4,137 "
Jan-16,Alain Wroe,Contractor,105,Dynegy_SAP_project,T&M,Dynegy,Others,SAP,Offshore,160,OffshoreContractor,40, 49 ,1,1.03,0,," 6,592 ", -   , -   , -   ," 7,840 "," (1,248)"
Jan-16,Cleveland Fallowes,Analyst,276,American Express_HCM_project,T&M,American Express,BFS,HCM,Onsite,0,OnsiteAnalyst,48," 5,417 ",1.1,1.12,0,, -   , -   , 500 , 100 , -   , (600)
Jan-16,Shaine Postians,Contractor,304,Caterpillar_QA_project,FixedBid,Caterpillar,Manlog,QA,Offshore,0,OffshoreContractor,35, 44 ,0.8,0.83,0,," 3,718 ", -   , -   , 100 , -   ," 3,618 "
Jan-16,Rafi Knaggs,Analyst,100,Morgan Stanley_SAP_project,FixedBid,Morgan Stanley,BFS,SAP,Onsite,165,OnsiteAnalyst,48," 5,417 ",1,1.01,0,," 7,757 "," 5,417 ", 500 , -   , -   ," 1,840 "
Jan-16,Conny Beteriss,Contractor,63,Home Depot_SAP_project,T&M,Home Depot,Retail,SAP,Offshore,0,OffshoreContractor,40, 55 ,1,1.01,0,, -   , -   , 200 , 50 , -   , (250)
Jan-16,Fay Yellowley,Contractor,234,Ingram Micro_HCM_project,FixedBid,Ingram Micro,Technology,HCM,Offshore,0,OffshoreContractor,40, 55 ,1.1,1.01,0,," 7,110 ", -   , 500 , 10 , -   ," 6,600 "
Jan-16,Linus Etchells,Associate,276,American Express_HCM_project,T&M,American Express,BFS,HCM,Onsite,165,OnsiteAssociate,54," 5,667 ",1.1,1.12,0,," 10,977 "," 5,667 ", 200 , 50 , -   ," 5,060 "
Jan-16,Flore Lermit,Contractor,200,Prudential Financial_QA_project,FixedBid,Prudential Financial,BFS,QA,Onsite,162,OnsiteContractor,72, 74 ,0.8,0.99,0,," 9,124 ", -   , -   , 50 ," 11,988 "," (2,914)"
Jan-16,Erastus Barnaby,Analyst,94,Hewlett-Packard_Analytics_project,T&M,Hewlett-Packard,Technology,Analytics,Offshore,166,OffshoreAnalyst,24, 385 ,1.2,1.11,0,," 5,307 ", 385 , -   , 250 , -   ," 4,672 "
Jan-16,Harrison Heinzler,Associate,29,Intl. Business Machines_HCM_project,T&M,Intl. Business Machines,Technology,HCM,Offshore,163,OffshoreAssociate,30, 615 ,1.1,1.09,0,," 5,863 ", 615 , -   , 10 , -   ," 5,238 "
Jan-16,Susy Bachshell,Contractor,206,Wells Fargo_QA_project,T&M,Wells Fargo,BFS,QA,Onsite,163,OnsiteContractor,65, 80 ,0.8,1,0,," 8,476 ", -   , 500 , 10 ," 13,040 "," (5,074)"
Jan-16,Melisent Defrain,Contractor,152,Compaq Computer_SAP_project,T&M,Compaq Computer,Technology,SAP,Offshore,165,OffshoreContractor,48, 53 ,1,1.07,0,," 8,474 ", -   , 500 , 10 ," 8,745 ", (781)
Jan-16,Noelani Scaddon,Analyst,284,Lehman Brothers Hldgs._SAP_project,T&M,Lehman Brothers Hldgs.,BFS,SAP,Offshore,162,OffshoreAnalyst,24, 385 ,1,0.98,0,," 3,810 ", 385 , -   , 50 , -   ," 3,376 "
Jan-16,Reeba De Ruel,Contractor,297,Sysco_SAP_project,FixedBid,Sysco,Manlog,SAP,Onsite,86,OnsiteContractor,60, 74 ,1,0.9,0,," 8,640 ", -   , -   , 50 ," 6,364 "," 2,226 "
Jan-16,Tani Hartles,Contractor,276,American Express_HCM_project,T&M,American Express,BFS,HCM,Offshore,0,OffshoreContractor,40, 41 ,1.1,1.12,0,, -   , -   , 200 , -   , -   , (200)
Jan-16,Terrell Cordes,Manager,205,Wells Fargo_SAP_project,T&M,Wells Fargo,BFS,SAP,Offshore,0,OffshoreManager,40," 1,231 ",1,1,0,, -   , -   , -   , -   , -   , -   
Jan-16,Cyndi McMichell,Manager,197,Prudential Financial_Analytics_project,T&M,Prudential Financial,BFS,Analytics,Offshore,166,OffshoreManager,40," 1,231 ",1.2,0.99,0,," 7,888 "," 1,231 ", -   , 50 , -   ," 6,608 "
Jan-16,Winona Mitkov,Senior Associate,159,Conoco_QA_project,T&M,Conoco,Others,QA,Offshore,167,OffshoreSenior Associate,35, 923 ,0.8,0.95,0,," 4,442 ", 923 , -   , 50 , -   ," 3,469 "
Jan-16,Goldarina O'Dreain,Manager,103,Dynegy_Analytics_project,T&M,Dynegy,Others,Analytics,Offshore,163,OffshoreManager,40," 1,231 ",1.2,1.03,0,," 8,059 "," 1,231 ", 500 , 100 , -   ," 6,228 "
Jan-16,Carlee Cockerham,Manager,66,Bank of America Corp._HCM_project,T&M,Bank of America Corp.,BFS,HCM,Offshore,163,OffshoreManager,40," 1,231 ",1.1,0.88,0,," 6,311 "," 1,231 ", 200 , -   , -   ," 4,881 "
Jan-16,Gracie Claris,Senior Associate,219,New York Life Insurance_Cloud_project,FixedBid,New York Life Insurance,BFS,Cloud,Onsite,0,OnsiteSenior Associate,60," 6,250 ",0.9,0.87,0,," 7,517 ", -   , -   , -   , -   ," 7,517 "
Jan-16,Alvie Beagen,Contractor,69,Fannie Mae_HCM_project,FixedBid,Fannie Mae,BFS,HCM,Onsite,164,OnsiteContractor,65, 71 ,1.1,1.13,0,," 12,927 ", -   , -   , 250 ," 11,644 "," 1,033 "
Jan-16,Arri Vere,Manager,235,Ingram Micro_SAP_project,T&M,Ingram Micro,Technology,SAP,Offshore,162,OffshoreManager,40," 1,231 ",1,1.01,0,," 6,545 "," 1,231 ", 750 , -   , -   ," 4,564 "
Jan-16,Dody Stennings,Manager,255,Honeywell Intl._Cloud_project,T&M,Honeywell Intl.,Technology,Cloud,Offshore,167,OffshoreManager,40," 1,231 ",0.9,1.17,0,," 7,034 "," 1,231 ", -   , 50 , -   ," 5,753 "
Jan-16,Thatch Pahl,Director,73,J.P. Morgan Chase_Analytics_project,FixedBid,J.P. Morgan Chase,BFS,Analytics,Onsite,165,OnsiteDirector,90," 9,167 ",1.2,0.99,0,," 17,107 "," 9,167 ", 200 , -   , -   ," 7,741 "
Jan-16,Camila Caccavari,Analyst,278,American Express_QA_project,T&M,American Express,BFS,QA,Offshore,161,OffshoreAnalyst,24, 385 ,0.8,1.12,0,," 3,462 ", 385 ," 1,000 ", 500 , -   ," 1,578 "
Jan-16,Marlon Iveson,Contractor,57,El Paso_Analytics_project,T&M,El Paso,Others,Analytics,Onsite,161,OnsiteContractor,60, 75 ,1.2,1.17,0,," 13,563 ", -   , -   , -   ," 12,075 "," 1,488 "
Jan-16,Ailina Lapthorne,Contractor,162,MetLife_QA_project,FixedBid,MetLife,Healthcare,QA,Onsite,137,OnsiteContractor,72, 74 ,0.8,0.81,0,," 7,465 ", -   , -   , 10 ," 10,138 "," (2,683)"
Jan-16,Fletcher Twigg,Contractor,118,Aquila_QA_project,T&M,Aquila,Others,QA,Offshore,162,OffshoreContractor,48, 42 ,0.8,1.15,0,," 7,154 ", -   , 200 , 100 ," 6,804 ", 50 
Jan-16,Sascha Spread,Director,281,Lehman Brothers Hldgs._Cloud_project,T&M,Lehman Brothers Hldgs.,BFS,Cloud,Offshore,162,OffshoreDirector,55," 2,308 ",0.9,0.98,0,," 7,859 "," 2,308 ", -   , 50 , -   ," 5,501 "
Jan-16,Ava Kleynermans,Analyst,122,Procter & Gamble_QA_project,T&M,Procter & Gamble,Retail,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,1.05,0,, -   , -   ," 1,000 ", 500 , -   ," (1,500)"
Jan-16,Stinky Rossbrook,Analyst,87,Merck_QA_project,T&M,Merck,Healthcare,QA,Onsite,165,OnsiteAnalyst,48," 5,417 ",0.8,0.88,0,," 5,576 "," 5,417 ", 500 , 500 , -   , (841)
Jan-16,Janina Billings,Associate,34,Philip Morris_HCM_project,T&M,Philip Morris,Retail,HCM,Offshore,162,OffshoreAssociate,30, 615 ,1.1,1.12,0,," 5,988 ", 615 , -   , -   , -   ," 5,372 "
Jan-16,Arlan Culpin,Analyst,294,Lowe's_SAP_project,T&M,Lowe's,Retail,SAP,Offshore,112,OffshoreAnalyst,24, 385 ,1,1.19,0,," 3,199 ", 385 , 750 , -   , -   ," 2,064 "
Jan-16,Shawn Roggeman,Manager,9,Ford Motor_Cloud_project,T&M,Ford Motor,Manlog,Cloud,Offshore,163,OffshoreManager,40," 1,231 ",0.9,1.14,0,," 6,690 "," 1,231 "," 1,000 ", 10 , -   ," 4,449 "
Jan-16,Cary O'Giany,Contractor,199,Prudential Financial_SAP_project,FixedBid,Prudential Financial,BFS,SAP,Onsite,0,OnsiteContractor,60, 76 ,1,0.99,0,," 9,504 ", -   , 500 , -   , -   ," 9,004 "
Jan-16,Aggi Newey,Contractor,251,ConocoPhillips_QA_project,FixedBid,ConocoPhillips,Others,QA,Offshore,0,OffshoreContractor,48, 48 ,0.8,0.93,0,," 5,714 ", -   , 500 , 10 , -   ," 5,204 "
Jan-16,Anabella Hyne,Associate,27,ChevronTexaco_QA_project,FixedBid,ChevronTexaco,BFS,QA,Onsite,161,OnsiteAssociate,54," 5,667 ",0.8,1.09,0,," 7,534 "," 5,667 ", 200 , -   , -   ," 1,667 "
Jan-16,Serena Folke,Senior Manager,241,Lockheed Martin_QA_project,T&M,Lockheed Martin,Technology,QA,Offshore,165,OffshoreSenior Manager,48," 1,538 ",0.8,0.82,0,," 5,196 "," 1,538 ", 500 , 10 , -   ," 3,147 "
Jan-16,Nanni MacSorley,Associate,86,Merck_SAP_project,T&M,Merck,Healthcare,SAP,Onsite,88,OnsiteAssociate,54," 5,667 ",1,0.88,0,," 4,182 "," 5,667 ", -   , -   , -   ," (1,485)"
Jan-16,Thornie Dallywater,Analyst,129,AOL Time Warner_QA_project,FixedBid,AOL Time Warner,Technology,QA,Onsite,168,OnsiteAnalyst,48," 5,417 ",0.8,0.95,0,," 5,837 "," 5,417 ", 200 , -   , -   , 220 
Jan-16,Orelee Hince,Manager,119,Target_HCM_project,FixedBid,Target,Retail,HCM,Offshore,0,OffshoreManager,40," 1,231 ",1.1,0.84,0,," 5,914 ", -   , 200 , 250 , -   ," 5,464 "
Jan-16,Bobbe Sturridge,Contractor,167,Dell Computer_Cloud_project,T&M,Dell Computer,Technology,Cloud,Offshore,0,OffshoreContractor,40, 43 ,0.9,1.05,0,, -   , -   ," 1,000 ", 10 , -   ," (1,010)"
Jan-16,Wadsworth Chavez,Senior Associate,218,Sprint_QA_project,T&M,Sprint,Technology,QA,Offshore,0,OffshoreSenior Associate,35, 923 ,0.8,0.97,0,, -   , -   ," 1,000 ", -   , -   ," (1,000)"
Jan-16,Mycah MacArd,Analyst,165,Mirant_SAP_project,FixedBid,Mirant,Others,SAP,Onsite,0,OnsiteAnalyst,48," 5,417 ",1,1.11,0,," 8,525 ", -   , -   , -   , -   ," 8,525 "
Jan-16,Mendel Cowburn,Manager,279,Wachovia Corp._SAP_project,T&M,Wachovia Corp.,BFS,SAP,Onsite,164,OnsiteManager,65," 7,500 ",1,0.81,0,," 8,635 "," 7,500 ", 750 , 250 , -   , 135 
Jan-16,Christie Slorach,Analyst,201,PepsiCo_QA_project,T&M,PepsiCo,Retail,QA,Offshore,162,OffshoreAnalyst,24, 385 ,0.8,1.06,0,," 3,297 ", 385 , -   , 250 , -   ," 2,662 "
Jan-16,Camile Timbs,Director,155,Johnson & Johnson_SAP_project,T&M,Johnson & Johnson,Healthcare,SAP,Onsite,167,OnsiteDirector,90," 9,167 ",1,0.82,0,," 12,325 "," 9,167 ", -   , 10 , -   ," 3,148 "
Jan-16,Manda Duffitt,Analyst,209,International Paper_HCM_project,T&M,International Paper,Others,HCM,Offshore,161,OffshoreAnalyst,24, 385 ,1.1,0.93,0,," 3,953 ", 385 , 500 , -   , -   ," 3,068 "
Jan-16,Everett Schust,Contractor,79,Kroger_SAP_project,FixedBid,Kroger,Retail,SAP,Offshore,0,OffshoreContractor,40, 52 ,1,1,0,," 6,400 ", -   , -   , -   , -   ," 6,400 "
Jan-16,Rafaellle Gossipin,Associate,8,General Motors_QA_project,T&M,General Motors,Manlog,QA,Offshore,101,OffshoreAssociate,30, 615 ,0.8,1.03,0,," 2,497 ", 615 , -   , 50 , -   ," 1,831 "
Jan-16,Carlie Ruler,Senior Associate,105,Dynegy_SAP_project,T&M,Dynegy,Others,SAP,Onsite,161,OnsiteSenior Associate,60," 6,250 ",1,1.03,0,," 9,950 "," 6,250 ", 200 , 250 , -   ," 3,250 "
Jan-16,Katlin Buddleigh,Director,20,General Electric_QA_project,T&M,General Electric,Manlog,QA,Offshore,161,OffshoreDirector,55," 2,308 ",0.8,1.08,0,," 7,651 "," 2,308 ", 200 , -   , -   ," 5,143 "
Jan-16,Johna Heatly,Manager,199,Prudential Financial_SAP_project,FixedBid,Prudential Financial,BFS,SAP,Offshore,164,OffshoreManager,40," 1,231 ",1,0.99,0,," 6,336 "," 1,231 ", 500 , 250 , -   ," 4,355 "
Jan-16,Bendix Everil,Associate,106,Dynegy_QA_project,T&M,Dynegy,Others,QA,Offshore,163,OffshoreAssociate,30, 615 ,0.8,1.03,0,," 4,029 ", 615 , 500 , 50 , -   ," 2,864 "
Jan-16,Colet Robben,Senior Associate,226,Microsoft_HCM_project,T&M,Microsoft,Technology,HCM,Onsite,167,OnsiteSenior Associate,60," 6,250 ",1.1,1.16,0,," 12,786 "," 6,250 "," 1,000 ", 50 , -   ," 5,486 "
Jan-16,Richmound Tibald,Senior Associate,119,Target_HCM_project,FixedBid,Target,Retail,HCM,Offshore,0,OffshoreSenior Associate,35, 923 ,1.1,0.84,0,," 5,174 ", -   , -   , 50 , -   ," 5,124 "
Jan-16,Kelsi Ebdin,Contractor,107,McKesson_Cloud_project,T&M,McKesson,Healthcare,Cloud,Offshore,165,OffshoreContractor,48, 47 ,0.9,1.04,0,," 7,413 ", -   , 500 , -   ," 7,755 ", (842)
Jan-16,Verla Philippault,Senior Manager,234,Ingram Micro_HCM_project,FixedBid,Ingram Micro,Technology,HCM,Onsite,162,OnsiteSenior Manager,72," 8,333 ",1.1,1.01,0,," 12,799 "," 8,333 ", -   , -   , -   ," 4,465 "
Jan-16,Ingeborg Keneforde,Contractor,112,Sears Roebuck_Cloud_project,T&M,Sears Roebuck,Retail,Cloud,Onsite,134,OnsiteContractor,72, 76 ,0.9,0.9,0,," 7,815 ", -   , 750 , 10 ," 10,184 "," (3,129)"
Jan-16,Kailey Scragg,Contractor,299,Bristol-Myers Squibb_HCM_project,FixedBid,Bristol-Myers Squibb,Healthcare,HCM,Offshore,118,OffshoreContractor,48, 42 ,1.1,1.17,0,," 9,884 ", -   , -   , 10 ," 4,956 "," 4,918 "
Jan-16,Meade Schott,Associate,231,Walt Disney_QA_project,T&M,Walt Disney,Others,QA,Offshore,161,OffshoreAssociate,30, 615 ,0.8,1.16,0,," 4,482 ", 615 , 200 , 50 , -   ," 3,617 "
Jan-16,Cordie O'Corren,Contractor,160,Pfizer_QA_project,FixedBid,Pfizer,Healthcare,QA,Offshore,168,OffshoreContractor,40, 53 ,0.8,1.02,0,," 5,222 ", -   , 200 , 100 ," 8,904 "," (3,982)"
Jan-16,Averil Steenson,Associate,57,El Paso_Analytics_project,T&M,El Paso,Others,Analytics,Onsite,168,OnsiteAssociate,54," 5,667 ",1.2,1.17,0,," 12,737 "," 5,667 ", 500 , 250 , -   ," 6,320 "
Jan-16,William Donlon,Analyst,4,WalMart Stores_SAP_project,T&M,WalMart Stores,Retail,SAP,Offshore,100,OffshoreAnalyst,24, 385 ,1,0.97,0,," 2,328 ", 385 , 200 , 500 , -   ," 1,243 "
Jan-16,Kaylyn McIlenna,Contractor,141,WorldCom_QA_project,T&M,WorldCom,Others,QA,Offshore,164,OffshoreContractor,35, 55 ,0.8,1.2,0,," 5,510 ", -   , -   , 50 ," 9,020 "," (3,560)"
Jan-16,Hesther Fladgate,Contractor,66,Bank of America Corp._HCM_project,T&M,Bank of America Corp.,BFS,HCM,Offshore,166,OffshoreContractor,40, 52 ,1.1,0.88,0,," 6,428 ", -   , 500 , 100 ," 8,632 "," (2,804)"
Jan-16,Kristoffer Kingscott,Director,166,Mirant_QA_project,T&M,Mirant,Others,QA,Offshore,167,OffshoreDirector,55," 2,308 ",0.8,1.11,0,," 8,156 "," 2,308 ", 200 , 250 , -   ," 5,399 "
Jan-16,Shirlee Brickwood,Associate,49,Duke Energy_QA_project,FixedBid,Duke Energy,Others,QA,Offshore,165,OffshoreAssociate,30, 615 ,0.8,0.97,0,," 3,725 ", 615 , 500 , 10 , -   ," 2,599 "
Jan-16,Ricki Omond,Analyst,12,Ford Motor_SAP_project,T&M,Ford Motor,Manlog,SAP,Offshore,168,OffshoreAnalyst,24, 385 ,1,1.14,0,," 4,596 ", 385 , -   , -   , -   ," 4,212 "
Jan-16,Abbye Grayling,Analyst,35,Philip Morris_SAP_project,T&M,Philip Morris,Retail,SAP,Onsite,163,OnsiteAnalyst,48," 5,417 ",1,1.12,0,," 8,763 "," 5,417 ", 200 , -   , -   ," 3,146 "
Jan-16,Daphne Scardefield,Contractor,205,Wells Fargo_SAP_project,T&M,Wells Fargo,BFS,SAP,Onsite,0,OnsiteContractor,65, 72 ,1,1,0,, -   , -   , -   , 250 , -   , (250)
Jan-16,Emery Leiden,Analyst,83,Cardinal Health_SAP_project,FixedBid,Cardinal Health,Healthcare,SAP,Offshore,164,OffshoreAnalyst,24, 385 ,1,0.81,0,," 3,110 ", 385 , -   , 50 , -   ," 2,676 "
Jan-16,Nikos Genders,Analyst,193,ConAgra_HCM_project,T&M,ConAgra,Retail,HCM,Offshore,0,OffshoreAnalyst,24, 385 ,1.1,1.12,0,, -   , -   , 750 , 100 , -   , (850)
Jan-16,Gina Heine,Associate,275,American Express_Analytics_project,T&M,American Express,BFS,Analytics,Offshore,115,OffshoreAssociate,30, 615 ,1.2,1.12,0,," 4,637 ", 615 , 750 , -   , -   ," 3,271 "
Jan-16,Nichole Bowry,Associate,305,Coca-Cola_SAP_project,T&M,Coca-Cola,Retail,SAP,Offshore,161,OffshoreAssociate,30, 615 ,1,0.86,0,," 4,154 ", 615 , -   , 250 , -   ," 3,288 "
Jan-16,Adara Player,Associate,103,Dynegy_Analytics_project,T&M,Dynegy,Others,Analytics,Onsite,128,OnsiteAssociate,54," 5,667 ",1.2,1.03,0,," 8,543 "," 5,667 ", 200 , 50 , -   ," 2,627 "
Jan-16,Nerty Edelman,Associate,113,Sears Roebuck_Analytics_project,FixedBid,Sears Roebuck,Retail,Analytics,Offshore,115,OffshoreAssociate,30, 615 ,1.2,0.9,0,," 5,184 ", 615 , 500 , 50 , -   ," 4,019 "
Jan-16,Antonia Yushankin,Contractor,291,CVS_QA_project,FixedBid,CVS,Healthcare,QA,Onsite,165,OnsiteContractor,60, 76 ,0.8,0.82,0,," 6,298 ", -   , 200 , 250 ," 12,540 "," (6,692)"
Jan-16,Joni Ragge,Associate,243,Walgreen_Analytics_project,T&M,Walgreen,Healthcare,Analytics,Offshore,0,OffshoreAssociate,30, 615 ,1.2,0.86,0,, -   , -   , 500 , -   , -   , (500)
Jan-16,Byron Bengtsen,Contractor,219,New York Life Insurance_Cloud_project,FixedBid,New York Life Insurance,BFS,Cloud,Onsite,99,OnsiteContractor,72, 72 ,0.9,0.87,0,," 9,020 ", -   , -   , -   ," 7,128 "," 1,892 "
Jan-16,Prue Blampey,Analyst,254,BellSouth_QA_project,T&M,BellSouth,Technology,QA,Offshore,166,OffshoreAnalyst,24, 385 ,0.8,1.07,0,," 3,410 ", 385 , -   , 50 , -   ," 2,976 "
Jan-16,Ron Minmagh,Manager,300,Bristol-Myers Squibb_SAP_project,T&M,Bristol-Myers Squibb,Healthcare,SAP,Offshore,0,OffshoreManager,40," 1,231 ",1,1.17,0,, -   , -   , 750 , -   , -   , (750)
